entry	working_name	status	ghidra_name	source
00413980	func_00413980	unidentified	FUN_00413980	src/functions/39/00413980_func_00413980.asm
00413C80	func_00413c80	unidentified	FUN_00413c80	src/functions/3c/00413c80_func_00413c80.asm
00413DB0	func_00413db0	unidentified	FUN_00413db0	src/functions/3d/00413db0_func_00413db0.asm
00413F00	func_00413f00	unidentified	FUN_00413f00	src/functions/3f/00413f00_func_00413f00.asm
00413F40	func_00413f40	unidentified	FUN_00413f40	src/functions/3f/00413f40_func_00413f40.asm
00414280	func_00414280	unidentified	_strncpy	src/functions/42/00414280_func_00414280.asm
00414380	func_00414380	unidentified	_strcspn	src/functions/43/00414380_func_00414380.asm
004143C0	func_004143c0	unidentified	_strpbrk	src/functions/43/004143c0_func_004143c0.asm
00414900	func_00414900	unidentified	FUN_00414900	src/functions/49/00414900_func_00414900.asm
00414B10	func_00414b10	unidentified	FUN_00414b10	src/functions/4b/00414b10_func_00414b10.asm
00414B50	func_00414b50	unidentified	FUN_00414b50	src/functions/4b/00414b50_func_00414b50.asm
00414D70	func_00414d70	unidentified	FUN_00414d70	src/functions/4d/00414d70_func_00414d70.asm
00414DA0	func_00414da0	unidentified	FUN_00414da0	src/functions/4d/00414da0_func_00414da0.asm
00414E40	func_00414e40	unidentified	FUN_00414e40	src/functions/4e/00414e40_func_00414e40.asm
00414E90	func_00414e90	unidentified	FUN_00414e90	src/functions/4e/00414e90_func_00414e90.asm
00414F60	func_00414f60	unidentified	FUN_00414f60	src/functions/4f/00414f60_func_00414f60.asm
00414FF0	func_00414ff0	unidentified	FUN_00414ff0	src/functions/4f/00414ff0_func_00414ff0.asm
00415280	func_00415280	unidentified	FUN_00415280	src/functions/52/00415280_func_00415280.asm
00415530	func_00415530	unidentified	FUN_00415530	src/functions/55/00415530_func_00415530.asm
00415550	func_00415550	unidentified	FUN_00415550	src/functions/55/00415550_func_00415550.asm
00415600	func_00415600	unidentified	FUN_00415600	src/functions/56/00415600_func_00415600.asm
00415730	func_00415730	unidentified	FUN_00415730	src/functions/57/00415730_func_00415730.asm
004157B0	func_004157b0	unidentified	FUN_004157b0	src/functions/57/004157b0_func_004157b0.asm
00415FC0	func_00415fc0	unidentified	FUN_00415fc0	src/functions/5f/00415fc0_func_00415fc0.asm
00416560	func_00416560	unidentified	FUN_00416560	src/functions/65/00416560_func_00416560.asm
00416590	func_00416590	unidentified	FUN_00416590	src/functions/65/00416590_func_00416590.asm
00416630	func_00416630	unidentified	FUN_00416630	src/functions/66/00416630_func_00416630.asm
004166A0	func_004166a0	unidentified	FUN_004166a0	src/functions/66/004166a0_func_004166a0.asm
004169F0	func_004169f0	unidentified	FUN_004169f0	src/functions/69/004169f0_func_004169f0.asm
00416BB0	func_00416bb0	unidentified	FUN_00416bb0	src/functions/6b/00416bb0_func_00416bb0.asm
00416D40	func_00416d40	unidentified	FUN_00416d40	src/functions/6d/00416d40_func_00416d40.asm
00417090	func_00417090	unidentified	FUN_00417090	src/functions/70/00417090_func_00417090.asm
004171C0	func_004171c0	unidentified	FUN_004171c0	src/functions/71/004171c0_func_004171c0.asm
00417320	func_00417320	unidentified	FUN_00417320	src/functions/73/00417320_func_00417320.asm
00417520	func_00417520	unidentified	FUN_00417520	src/functions/75/00417520_func_00417520.asm
004176B0	func_004176b0	unidentified	_strchr	src/functions/76/004176b0_func_004176b0.asm
004177E0	func_004177e0	unidentified	FUN_004177e0	src/functions/77/004177e0_func_004177e0.asm
00417850	func_00417850	unidentified	FUN_00417850	src/functions/78/00417850_func_00417850.asm
00417880	func_00417880	unidentified	FUN_00417880	src/functions/78/00417880_func_00417880.asm
004178E0	func_004178e0	unidentified	FUN_004178e0	src/functions/78/004178e0_func_004178e0.asm
00418000	func_00418000	unidentified	FUN_00418000	src/functions/80/00418000_func_00418000.asm
00418340	func_00418340	unidentified	FUN_00418340	src/functions/83/00418340_func_00418340.asm
004183D0	func_004183d0	unidentified	FUN_004183d0	src/functions/83/004183d0_func_004183d0.asm
00418450	func_00418450	unidentified	FUN_00418450	src/functions/84/00418450_func_00418450.asm
00418520	func_00418520	unidentified	FUN_00418520	src/functions/85/00418520_func_00418520.asm
004185A0	func_004185a0	unidentified	FUN_004185a0	src/functions/85/004185a0_func_004185a0.asm
00418790	func_00418790	unidentified	FUN_00418790	src/functions/87/00418790_func_00418790.asm
00418800	func_00418800	unidentified	FUN_00418800	src/functions/88/00418800_func_00418800.asm
00418890	func_00418890	unidentified	FUN_00418890	src/functions/88/00418890_func_00418890.asm
004188D0	func_004188d0	unidentified	FUN_004188d0	src/functions/88/004188d0_func_004188d0.asm
00418BA0	func_00418ba0	unidentified	FUN_00418ba0	src/functions/8b/00418ba0_func_00418ba0.asm
00418E70	func_00418e70	unidentified	FUN_00418e70	src/functions/8e/00418e70_func_00418e70.asm
00418EA0	func_00418ea0	unidentified	FUN_00418ea0	src/functions/8e/00418ea0_func_00418ea0.asm
004190B0	func_004190b0	unidentified	FUN_004190b0	src/functions/90/004190b0_func_004190b0.asm
00419130	func_00419130	unidentified	FUN_00419130	src/functions/91/00419130_func_00419130.asm
004191A0	func_004191a0	unidentified	FUN_004191a0	src/functions/91/004191a0_func_004191a0.asm
00419350	func_00419350	unidentified	FUN_00419350	src/functions/93/00419350_func_00419350.asm
004194A2	func_004194a2	unidentified	RtlUnwind	src/functions/94/004194a2_func_004194a2.asm
